t,cmdty,market_id,market_name,state_id,state_name,district_id,district_name,variety,p_min,p_max,p_modal
"2020-09-28","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2300","2500","2400"
"2020-09-27","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2150","2350","2250"
"2020-09-26","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2300","2470","2400"
"2020-09-26","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2700","2755","2710"
"2020-09-25","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2700","2768","2742"
"2020-09-25","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2450","2670","2570"
"2020-09-24","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2500","2700","2600"
"2020-09-23","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2655","2745","2700"
"2020-09-22","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2700","2740","2715"
"2020-09-22","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2600","2800","2700"
"2020-09-21","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2650","2850","2750"
"2020-09-21","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2700","2800","2755"
"2020-09-20","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2650","2850","2750"
"2020-09-19","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2700","2880","2780"
"2020-09-18","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2550","2750","2650"
"2020-09-18","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2700","2782","2755"
"2020-09-17","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2700","2745","2710"
"2020-09-17","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2650","2850","2750"
"2020-09-15","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2700","2756","2715"
"2020-09-15","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2800","3000","2900"
"2020-09-14","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2850","3030","2930"
"2020-09-13","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2800","3000","2900"
"2020-09-12","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2800","3000","2900"
"2020-09-11","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2800","2980","2880"
"2020-09-11","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2642","2700","2675"
"2020-09-10","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2600","2655","2615"
"2020-09-10","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2800","2980","2880"
"2020-09-09","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2650","2850","2750"
"2020-09-09","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2600","2682","2655"
"2020-09-08","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2600","2800","2700"
"2020-09-07","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2750","2950","2850"
"2020-09-07","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2800","2856","2812"
"2020-09-05","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2700","2900","2800"
"2020-09-05","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2725","2800","2785"
"2020-09-05","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2600","2800","2700"
"2020-09-04","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2650","2850","2750"
"2020-09-04","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2750","2950","2850"
"2020-09-03","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2850","3050","2950"
"2020-09-03","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2800","3000","2900"
"2020-09-03","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2800","2877","2842"
"2020-09-02","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2900","3080","2980"
"2020-09-02","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2700","2785","2740"
"2020-09-02","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2800","3000","2900"
"2020-09-01","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2800","2842","2811"
"2020-08-31","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2700","2860","2780"
"2020-08-31","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2800","2980","2880"
"2020-08-31","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2718","2800","2762"
"2020-08-30","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2500","2700","2600"
